统一社会信用代码,企业标准名,原始名称,名称类型
91441302MAENEAJF0L,惠州粤晟美翔龙低空经济发展有限公司,惠州粤晟美翔龙低空经济发展,简称
91440300MA5GNR3F1C,商派湾航空技术服务(深圳)有限公司,商派湾航空技术服务(深圳)有限公司,标准名
91440300MA5GNR3F1C,商派湾航空技术服务(深圳)有限公司,商派湾航空技术服务(深圳,简称
91440101MA9Y42EX0M,广州层城仙谷健康管理有限公司,广州层城仙谷健康管理有限公司,标准名
91440101MA9Y42EX0M,广州层城仙谷健康管理有限公司,层城仙谷健康管理,简称
91440101MA9Y42EX0M,广州层城仙谷健康管理有限公司,全盟在线（广州）电子商务有限公司,曾用名
91440101MA9Y42EX0M,广州层城仙谷健康管理有限公司,广州全盟在线人才发展有限公司,曾用名
91440101MA9Y42EX0M,广州层城仙谷健康管理有限公司,广州砺剑科技产业发展有限公司,曾用名
91440101MA9Y42EX0M,广州层城仙谷健康管理有限公司,广州市鹏城低空经济科技产业发展有限公司,曾用名
91441900MACBC1T79E,东莞市飞会通用航空有限公司,东莞市飞会通用航空有限公司,标准名
91441900MACBC1T79E,东莞市飞会通用航空有限公司,飞会通用航空,简称
91440402MACK7XMB5Q,广东浦睿企业管理咨询有限公司,广东浦睿企业管理咨询有限公司,标准名
91440402MACK7XMB5Q,广东浦睿企业管理咨询有限公司,浦睿企业管理咨询,简称
91441900MAD1LL8N2M,东莞发芽红城市运营服务有限公司,东莞发芽红城市运营服务有限公司,标准名
91441900MAD1LL8N2M,东莞发芽红城市运营服务有限公司,发芽红城市运营服务,简称
91441900MAD1LL8N2M,东莞发芽红城市运营服务有限公司,东莞奇焕信息技术有限公司,曾用名
91440300MADFQJH81G,深圳市智源万联科技有限公司,深圳市智源万联科技有限公司,标准名
91440300MADFQJH81G,深圳市智源万联科技有限公司,智源万联科技,简称
91440300MADUK4NA6H,法谛(深圳)低空智能科技有限公司,法谛(深圳)低空智能科技有限公司,标准名
91440300MADUK4NA6H,法谛(深圳)低空智能科技有限公司,法谛(深圳)低空智能科技,简称
91440300MADXK55L7T,深圳市鹏葵航空科技有限公司,深圳市鹏葵航空科技有限公司,标准名
91440300MADXK55L7T,深圳市鹏葵航空科技有限公司,鹏葵航空科技,简称
91440300MAE2DGJBX1,深圳双龙低空科技有限公司,深圳双龙低空科技有限公司,标准名
91440300MAE2DGJBX1,深圳双龙低空科技有限公司,双龙低空科技,简称
91440300MAE5C9FU8W,深圳低空数智科技有限公司,深圳低空数智科技有限公司,标准名
91440300MAE5C9FU8W,深圳低空数智科技有限公司,低空数智科技,简称
91440300MA5J2Y8LX3,深圳市九天低空经济产业创新中心有限公司,深圳市九天低空经济产业创新中心有限公司,标准名
91440300MA5J2Y8LX3,深圳市九天低空经济产业创新中心有限公司,九天低空经济产业创新中心,简称
91440300MAE6M4XX9M,深圳鹏有文化发展有限公司,深圳鹏有文化发展有限公司,标准名
91440300MAE6M4XX9M,深圳鹏有文化发展有限公司,鹏有文化发展,简称
91440300MAE89D0X4T,深圳思岩逸行科技有限公司,深圳思岩逸行科技有限公司,标准名
91440300MAE89D0X4T,深圳思岩逸行科技有限公司,思岩逸行科技,简称
91440300MAEA1C6R98,翔龙千里(深圳)科技有限公司,翔龙千里(深圳)科技有限公司,标准名
91440300MAEA1C6R98,翔龙千里(深圳)科技有限公司,翔龙千里(深圳)科技,简称
91440300MAEAG35Q1U,深圳市华腾汇航低空经济产业发展有限公司,深圳市华腾汇航低空经济产业发展有限公司,标准名
91440300MAEAG35Q1U,深圳市华腾汇航低空经济产业发展有限公司,华腾汇航低空经济产业发展,简称
91440300MAECPT0L0R,深圳钓域低空科技有限公司,深圳钓域低空科技有限公司,标准名
91440300MAECPT0L0R,深圳钓域低空科技有限公司,钓域低空科技,简称
91440300MAEEPNC00H,深圳光明未来低空产业发展有限公司,深圳光明未来低空产业发展有限公司,标准名
91440300MAEEPNC00H,深圳光明未来低空产业发展有限公司,光明未来低空产业发展,简称
91441304MAEF1HX160,惠州市五维领航低空经济发展有限公司,惠州市五维领航低空经济发展有限公司,标准名
91441304MAEF1HX160,惠州市五维领航低空经济发展有限公司,惠州市五维领航低空经济发展,简称
91440300MAEE13YY3C,翱穹斯登科技(深圳)有限公司,翱穹斯登科技(深圳)有限公司,标准名
91440300MAEE13YY3C,翱穹斯登科技(深圳)有限公司,翱穹斯登科技(深圳,简称
91440300MAEE13YY3C,翱穹斯登科技(深圳)有限公司,穹界低空经济产业（深圳）有限公司,曾用名
91440300MAEGKD300K,深圳市星熹低空产业发展有限公司,深圳市星熹低空产业发展有限公司,标准名
91440300MAEGKD300K,深圳市星熹低空产业发展有限公司,星熹低空产业发展,简称
91440300MAEHW6NY3D,深圳市智周行互联科技有限公司,深圳市智周行互联科技有限公司,标准名
91440300MAEHW6NY3D,深圳市智周行互联科技有限公司,智周行互联科技,简称
91440300MAEHW6NY3D,深圳市智周行互联科技有限公司,中驰（深圳）低空经济有限公司,曾用名
91440300MAEH2NP785,鹏城具身产业发展控股(深圳)有限公司,鹏城具身产业发展控股(深圳)有限公司,标准名
91440300MAEH2NP785,鹏城具身产业发展控股(深圳)有限公司,鹏城具身产业发展控股(深圳,简称
91440106MAEKRLBEXE,广州科竞文化传播有限公司,广州科竞文化传播有限公司,标准名
91440106MAEKRLBEXE,广州科竞文化传播有限公司,科竞文化传播,简称
91440300MAET9GNK18,空联寰动(深圳)低空经济发展有限公司,空联寰动(深圳)低空经济发展有限公司,标准名
91440300MAET9GNK18,空联寰动(深圳)低空经济发展有限公司,空联寰动(深圳)低空经济发展,简称
91440111MAER5NWT8L,吾立低空教学(广州)科技有限公司,吾立低空教学(广州)科技有限公司,标准名
91440111MAER5NWT8L,吾立低空教学(广州)科技有限公司,吾立低空教学(广州)科技,简称
91440300MAETUUQG08,深圳市万钍无人机科技有限公司,深圳市万钍无人机科技有限公司,标准名
91440300MAETUUQG08,深圳市万钍无人机科技有限公司,万钍无人机科技,简称
91440113MAETLY225C,广州低空飞行院有限公司,广州低空飞行院有限公司,标准名
91440113MAETLY225C,广州低空飞行院有限公司,低空飞行院,简称
91440300MAEUY2U95N,鹏城低空科技咨询(深圳)合伙企业(有限合伙),鹏城低空科技咨询(深圳)合伙企业(有限合伙),标准名
91440300MAEUY2U95N,鹏城低空科技咨询(深圳)合伙企业(有限合伙),鹏城低空科技咨询(深圳)合伙企业(有限合伙,简称
91440300MAK0A3G16Q,深圳头名低空无人机产业有限公司,深圳头名低空无人机产业有限公司,标准名
91440300MAK0A3G16Q,深圳头名低空无人机产业有限公司,头名低空无人机产业,简称
91440300MAK2CFR97J,深圳市中天低空经济综合服务有限公司,深圳市中天低空经济综合服务有限公司,标准名
91440300MAK2CFR97J,深圳市中天低空经济综合服务有限公司,中天低空经济综合服务,简称
91440300MAK262302G,深圳市超然农业供应链有限公司,深圳市超然农业供应链有限公司,标准名
91440300MAK262302G,深圳市超然农业供应链有限公司,超然农业供应链,简称
914403000638930376,深圳宝旭精密电子有限公司,深圳宝旭精密电子有限公司,标准名
914403000638930376,深圳宝旭精密电子有限公司,宝旭精密电子,简称
914403000638930376,深圳宝旭精密电子有限公司,深圳市宝旭快捷电子有限公司,曾用名
91440116340154997W,我要飞(广州)低空产业发展有限公司,我要飞(广州)低空产业发展有限公司,标准名
91440116340154997W,我要飞(广州)低空产业发展有限公司,我要飞(广州)低空产业发展,简称
91440116340154997W,我要飞(广州)低空产业发展有限公司,广州以勒网络技术有限公司,曾用名
91440105MAECMJC44E,中叶投融(广州)发展控股有限公司,中叶投融(广州)发展控股有限公司,标准名
91440105MAECMJC44E,中叶投融(广州)发展控股有限公司,中叶投融(广州)发展控股,简称
91440106MAD9RNB17B,广州星耕咨询服务有限公司,广州星耕咨询服务有限公司,标准名
91440106MAD9RNB17B,广州星耕咨询服务有限公司,星耕咨询服务,简称
91440300MAE79E1D94,空天低空产业发展研究(深圳)有限公司,空天低空产业发展研究(深圳)有限公司,标准名
91440300MAE79E1D94,空天低空产业发展研究(深圳)有限公司,空天低空产业发展研究(深圳,简称
91440300MAE79E1D94,空天低空产业发展研究(深圳)有限公司,空天产业发展研究（深圳）有限公司,曾用名
91440605MAEA8U1F6J,佛山大雁低空科技有限公司,佛山大雁低空科技有限公司,标准名
91440605MAEA8U1F6J,佛山大雁低空科技有限公司,大雁低空科技,简称
91442000MAEC1EGA0J,迪飞无人机科技(中山)有限公司,迪飞无人机科技(中山)有限公司,标准名
91442000MAEC1EGA0J,迪飞无人机科技(中山)有限公司,迪飞无人机科技(中山,简称
91440300MAEDH2NX9J,深圳市华鲲鹏科技有限公司,深圳市华鲲鹏科技有限公司,标准名
91440300MAEDH2NX9J,深圳市华鲲鹏科技有限公司,华鲲鹏科技,简称
91440300MAEKJYG687,蓝锐华疆(深圳)投资控股有限公司,蓝锐华疆(深圳)投资控股有限公司,标准名
91440300MAEKJYG687,蓝锐华疆(深圳)投资控股有限公司,蓝锐华疆(深圳)投资控股,简称
91440605MAETQ9GM74,佛山市光擎粤和科技有限公司,佛山市光擎粤和科技有限公司,标准名
91440605MAETQ9GM74,佛山市光擎粤和科技有限公司,光擎粤和科技,简称
91440300MACY0MCL8J,鹏城低空飞行服务(深圳)有限公司,鹏城低空飞行服务(深圳)有限公司,标准名
91440300MACY0MCL8J,鹏城低空飞行服务(深圳)有限公司,鹏城低空飞行服务(深圳,简称
91440300MA5GLT1P5D,广东省元渔夫电子商务有限公司,广东省元渔夫电子商务有限公司,标准名
91440300MA5GLT1P5D,广东省元渔夫电子商务有限公司,元渔夫电子商务,简称
91440300MA5GLT1P5D,广东省元渔夫电子商务有限公司,深海渔夫电子商务（广东）有限公司,曾用名
91440300MAETXK8Q71,深圳市鹏城天境企业管理合伙企业(有限合伙),深圳市鹏城天境企业管理合伙企业(有限合伙),标准名
91440300MAETXK8Q71,深圳市鹏城天境企业管理合伙企业(有限合伙),鹏城天境企业管理合伙企业(有限合伙,简称
91441300MA55LE5EXE,玖禾未来(深圳)科技有限公司,玖禾未来(深圳)科技有限公司,标准名
91441300MA55LE5EXE,玖禾未来(深圳)科技有限公司,玖禾未来(深圳)科技,简称
91441300MA55LE5EXE,玖禾未来(深圳)科技有限公司,餸膳（广东）智能科技有限公司,曾用名
91440300MAG1WG750G,深圳汐律科技有限责任公司,深圳汐律科技有限责任公司,标准名
91440300MAG1WG750G,深圳汐律科技有限责任公司,汐律科技,简称
91440500MAK0CLJFXE,汕头市星熹教育咨询有限公司,汕头市星熹教育咨询有限公司,标准名
91440500MAK0CLJFXE,汕头市星熹教育咨询有限公司,汕头市星熹教育咨询,简称
91440300MA5GH4W59A,深圳市麦芬科技贸易有限公司,深圳市麦芬科技贸易有限公司,标准名
91440300MA5GH4W59A,深圳市麦芬科技贸易有限公司,麦芬科技贸易,简称
91440800MAEED45C76,湛江市云瞰智能低空经济发展合伙企业(有限合伙),湛江市云瞰智能低空经济发展合伙企业(有限合伙),标准名
91440800MAEED45C76,湛江市云瞰智能低空经济发展合伙企业(有限合伙),湛江市云瞰智能低空经济发展合伙企业(有限合伙,简称
91440105MA9YC43G00,广州翼智训低空产业发展有限公司,广州翼智训低空产业发展有限公司,标准名
91440105MA9YC43G00,广州翼智训低空产业发展有限公司,翼智训低空产业发展,简称
91440105MA9YC43G00,广州翼智训低空产业发展有限公司,广州融融圈健康产品科技有限公司,曾用名
91440105MA9YC43G00,广州翼智训低空产业发展有限公司,广州融投低空经济产业发展有限公司,曾用名
91440300MA5HBD4G30,广东氢氢动能技术有限公司,广东氢氢动能技术有限公司,标准名
91440300MA5HBD4G30,广东氢氢动能技术有限公司,氢氢动能技术,简称
91440300MA5HBD4G30,广东氢氢动能技术有限公司,深圳市前海中苏建美投资发展有限公司,曾用名
91440300MA5HR5C41D,鹏城大有产业发展(深圳)合伙企业(有限合伙),鹏城大有产业发展(深圳)合伙企业(有限合伙),标准名
91440300MA5HR5C41D,鹏城大有产业发展(深圳)合伙企业(有限合伙),鹏城大有产业发展(深圳)合伙企业(有限合伙,简称
91440300MADFFCFB4G,深圳蜚廉低空飞行服务有限公司,深圳蜚廉低空飞行服务有限公司,标准名
91440300MADFFCFB4G,深圳蜚廉低空飞行服务有限公司,蜚廉低空飞行服务,简称
91440300MADKEXR315,深圳炜宸低空飞行培训有限公司,深圳炜宸低空飞行培训有限公司,标准名
91440300MADKEXR315,深圳炜宸低空飞行培训有限公司,炜宸低空飞行培训,简称
91440300MADKEXR315,深圳炜宸低空飞行培训有限公司,深圳市博瑞炜宸投资咨询有限公司,曾用名
91440111MADMT14R8M,低空新基建(广州)有限公司,低空新基建(广州)有限公司,标准名
91440111MADMT14R8M,低空新基建(广州)有限公司,低空新基建(广州,简称
91440300MADXKMFR69,深圳市泽云健康管理有限公司,深圳市泽云健康管理有限公司,标准名
91440300MADXKMFR69,深圳市泽云健康管理有限公司,泽云健康管理,简称
91440300MAE7MR4C67,国开智航低空经济产业(深圳)有限公司,国开智航低空经济产业(深圳)有限公司,标准名
91440300MAE7MR4C67,国开智航低空经济产业(深圳)有限公司,国开智航低空经济产业(深圳,简称
91440300MAE9XCT83U,银河创新投资(深圳)有限公司,银河创新投资(深圳)有限公司,标准名
91440300MAE9XCT83U,银河创新投资(深圳)有限公司,银河创新投资(深圳,简称
91440300MAE9XCT83U,银河创新投资(深圳)有限公司,空天低空经济（深圳）有限公司,曾用名
91440300MAEDAJQX62,腾羿低空产业服务(深圳)有限公司,腾羿低空产业服务(深圳)有限公司,标准名
91440300MAEDAJQX62,腾羿低空产业服务(深圳)有限公司,腾羿低空产业服务(深圳,简称
91440300MAEDTJ6N0X,深圳合创云启科技有限公司,深圳合创云启科技有限公司,标准名
91440300MAEDTJ6N0X,深圳合创云启科技有限公司,合创云启科技,简称
91441723MAEKC9A20D,阳江市合源低空经济发展有限责任公司,阳江市合源低空经济发展有限责任公司,标准名
91441723MAEKC9A20D,阳江市合源低空经济发展有限责任公司,阳江市合源低空经济发展,简称
91440104MAEKR7RT68,广州无人足球俱乐部有限公司,广州无人足球俱乐部有限公司,标准名
91440104MAEKR7RT68,广州无人足球俱乐部有限公司,无人足球俱乐部,简称
91440300MAEPP7JNXY,中达盛芯(深圳)低空经济科技有限公司,中达盛芯(深圳)低空经济科技有限公司,标准名
91440300MAEPP7JNXY,中达盛芯(深圳)低空经济科技有限公司,中达盛芯(深圳)低空经济科技,简称
91440802MAEPT6DG3J,湛江锦乾投资有限公司,湛江锦乾投资有限公司,标准名
91440802MAEPT6DG3J,湛江锦乾投资有限公司,湛江锦乾投资,简称
91440300MAEQMN797E,深圳市灵云智飞低空经济发展有限公司,深圳市灵云智飞低空经济发展有限公司,标准名
91440300MAEQMN797E,深圳市灵云智飞低空经济发展有限公司,灵云智飞低空经济发展,简称
91440300MAG1FJA63M,深圳能飞航空科技有限公司,深圳能飞航空科技有限公司,标准名
91440300MAG1FJA63M,深圳能飞航空科技有限公司,能飞航空科技,简称
91440300MA5J3385X8,深圳市南飞低空科技有限公司,深圳市南飞低空科技有限公司,标准名
91440300MA5J3385X8,深圳市南飞低空科技有限公司,南飞低空科技,简称
91440604MAK31Q678F,广东中资盛世投资控股集团有限公司,广东中资盛世投资控股集团有限公司,标准名
91440604MAK31Q678F,广东中资盛世投资控股集团有限公司,中资盛世投资控股集团,简称
91440604MAK31Q678F,广东中资盛世投资控股集团有限公司,广东空天低空经济发展有限公司,曾用名
91440604MAK31Q678F,广东中资盛世投资控股集团有限公司,广东空天低空产业发展有限公司,曾用名
91440604MAK31Q678F,广东中资盛世投资控股集团有限公司,广东省中昇控股集团有限公司,曾用名
91440115MAK3EGUM71,嘉联和低空产业发展(广州)有限责任公司,嘉联和低空产业发展(广州)有限责任公司,标准名
91440115MAK3EGUM71,嘉联和低空产业发展(广州)有限责任公司,嘉联和低空产业发展(广州,简称
91440300MADG6AY287,深圳中新研科技发展有限公司,深圳中新研科技发展有限公司,标准名
91440300MADG6AY287,深圳中新研科技发展有限公司,中新研科技发展,简称
91441381MAETUH6QXJ,惠州市一键起飞低空经济发展有限公司,惠州市一键起飞低空经济发展有限公司,标准名
91441381MAETUH6QXJ,惠州市一键起飞低空经济发展有限公司,惠州市一键起飞低空经济发展,简称
91440300MA5GR5T73K,深圳市圆梦航空教育科技有限公司,深圳市圆梦航空教育科技有限公司,标准名
91440300MA5GR5T73K,深圳市圆梦航空教育科技有限公司,圆梦航空教育科技,简称
91440106MAEGY71H7M,中杉低空经济产业发展(广州)有限公司,中杉低空经济产业发展(广州)有限公司,标准名
91440106MAEGY71H7M,中杉低空经济产业发展(广州)有限公司,中杉低空经济产业发展(广州,简称
91440300MADXCQDG0H,深圳市天安泰低空运营管理中心(有限合伙),深圳市天安泰低空运营管理中心(有限合伙),标准名
91440300MADXCQDG0H,深圳市天安泰低空运营管理中心(有限合伙),天安泰低空运营管理中心(有限合伙,简称
91440104MAELN5780R,次元短剧(广东)科技有限公司,次元短剧(广东)科技有限公司,标准名
91440104MAELN5780R,次元短剧(广东)科技有限公司,次元短剧(广东)科技,简称
91440104MAELN5780R,次元短剧(广东)科技有限公司,广州城市无人清洁科技有限公司,曾用名
91440300MAE8LJ030W,中深空能科技(深圳)有限公司,中深空能科技(深圳)有限公司,标准名
91440300MAE8LJ030W,中深空能科技(深圳)有限公司,中深空能科技(深圳,简称
91440300MAE8LJ030W,中深空能科技(深圳)有限公司,中深智慧低空研究（深圳）有限公司,曾用名
91440300MAD04MH35U,低空创富投资(深圳)合伙企业(有限合伙),低空创富投资(深圳)合伙企业(有限合伙),标准名
91440300MAD04MH35U,低空创富投资(深圳)合伙企业(有限合伙),低空创富投资(深圳)合伙企业(有限合伙,简称
91440300MACYR3PT11,低空创新投资(深圳)合伙企业(有限合伙),低空创新投资(深圳)合伙企业(有限合伙),标准名
91440300MACYR3PT11,低空创新投资(深圳)合伙企业(有限合伙),低空创新投资(深圳)合伙企业(有限合伙,简称
91441900MAEKJLJ610,东莞市星空之王低空经济发展有限公司,东莞市星空之王低空经济发展有限公司,标准名
91441900MAEKJLJ610,东莞市星空之王低空经济发展有限公司,星空之王低空经济发展,简称
91440300MAK50FKJ12,广东亿航低空产业投资有限公司,广东亿航低空产业投资有限公司,标准名
91440300MAK50FKJ12,广东亿航低空产业投资有限公司,亿航低空产业投资,简称
91441283MA54LGH22G,广州尚品自动化设备有限公司,广州尚品自动化设备有限公司,标准名
91441283MA54LGH22G,广州尚品自动化设备有限公司,尚品自动化设备,简称
91441283MA54LGH22G,广州尚品自动化设备有限公司,肇庆市尚品自动化设备有限公司,曾用名
91440300MA5HJ5GD7R,深圳深湾名流飞行俱乐部有限公司,深圳深湾名流飞行俱乐部有限公司,标准名
91440300MA5HJ5GD7R,深圳深湾名流飞行俱乐部有限公司,深湾名流飞行俱乐部,简称
91440300MACLJ3XJ57,深圳市六景企业管理有限公司,深圳市六景企业管理有限公司,标准名
91440300MACLJ3XJ57,深圳市六景企业管理有限公司,六景企业管理,简称
91440300MAE3FPNX18,深圳市旭瑞科技投资合伙企业(有限合伙),深圳市旭瑞科技投资合伙企业(有限合伙),标准名
91440300MAE3FPNX18,深圳市旭瑞科技投资合伙企业(有限合伙),旭瑞科技投资合伙企业(有限合伙,简称
91440300MAEW46261F,深圳金鲲奥维科技有限公司,深圳金鲲奥维科技有限公司,标准名
91440300MAEW46261F,深圳金鲲奥维科技有限公司,金鲲奥维科技,简称
91440300MAEWKDPT25,深圳市知途行旅低空经济有限责任公司,深圳市知途行旅低空经济有限责任公司,标准名
91440300MAEWKDPT25,深圳市知途行旅低空经济有限责任公司,知途行旅低空经济,简称
91440300MAEH1UKE7Y,泽一天和健康管理(深圳)有限责任公司,泽一天和健康管理(深圳)有限责任公司,标准名
91440300MAEH1UKE7Y,泽一天和健康管理(深圳)有限责任公司,泽一天和健康管理(深圳,简称
91440300MAEGXEMW71,中华龙航空(武汉)有限公司深圳低空经济分公司,中华龙航空(武汉)有限公司深圳低空经济分公司,标准名
91440300MAEGXEMW71,中华龙航空(武汉)有限公司深圳低空经济分公司,中华龙航空(武汉)有限公司深圳低空经济分,简称
91440300MAEF0TDK1B,深圳市创鹏众创空间有限公司,深圳市创鹏众创空间有限公司,标准名
91440300MAEF0TDK1B,深圳市创鹏众创空间有限公司,创鹏众创空间,简称
91440300MAK2JM8MXC,中交低空经济(广东)有限公司深圳分公司,中交低空经济(广东)有限公司深圳分公司,标准名
91440300MAK2JM8MXC,中交低空经济(广东)有限公司深圳分公司,中交低空经济(广东)有限公司深圳分,简称
91440300MAE9W3RN3U,深圳市泽善生命健康管理有限公司,深圳市泽善生命健康管理有限公司,标准名
91440300MAE9W3RN3U,深圳市泽善生命健康管理有限公司,泽善生命健康管理,简称
91440300MA5EQ1UN2U,唐基企业管理咨询(深圳)有限公司,唐基企业管理咨询(深圳)有限公司,标准名
91440300MA5EQ1UN2U,唐基企业管理咨询(深圳)有限公司,唐基企业管理咨询(深圳,简称
91440300MAK3Q0C63C,深圳市金鲲天合数智科技有限公司,深圳市金鲲天合数智科技有限公司,标准名
91440300MAK3Q0C63C,深圳市金鲲天合数智科技有限公司,金鲲天合数智科技,简称
91440300MA5GP5342B,深圳年夕企业管理中心(有限合伙),深圳年夕企业管理中心(有限合伙),标准名
91440300MA5GP5342B,深圳年夕企业管理中心(有限合伙),年夕企业管理中心(有限合伙,简称
91440300MAEEDTD40T,鹏疆鹏有(深圳)投资合伙企业(有限合伙),鹏疆鹏有(深圳)投资合伙企业(有限合伙),标准名
91440300MAEEDTD40T,鹏疆鹏有(深圳)投资合伙企业(有限合伙),鹏疆鹏有(深圳)投资合伙企业(有限合伙,简称
91440101MA9ULD0K4U,空港数字经济高新产业孵化器(广州)有限公司,空港数字经济高新产业孵化器(广州)有限公司,标准名
91440101MA9ULD0K4U,空港数字经济高新产业孵化器(广州)有限公司,空港数字经济高新产业孵化器(广州,简称
91440101MA9ULD0K4U,空港数字经济高新产业孵化器(广州)有限公司,弘森数字经济高新产业孵化器（广州）有限公司,曾用名
91440300MAERJ1JC24,福气航空管理(深圳)企业(有限合伙),福气航空管理(深圳)企业(有限合伙),标准名
91440300MAERJ1JC24,福气航空管理(深圳)企业(有限合伙),福气航空管理(深圳)企业(有限合伙,简称
91440300MAEXCMPT4H,天义智能航空科技(深圳)有限公司,天义智能航空科技(深圳)有限公司,标准名
91440300MAEXCMPT4H,天义智能航空科技(深圳)有限公司,天义智能航空科技(深圳,简称
91440300MAEB3T1B45,星耀空科低空科技(深圳)有限公司,星耀空科低空科技(深圳)有限公司,标准名
91440300MAEB3T1B45,星耀空科低空科技(深圳)有限公司,星耀空科低空科技(深圳,简称
91530100MA6MYF7A0U,深圳玖禾嘉谊投资有限公司,深圳玖禾嘉谊投资有限公司,标准名
91530100MA6MYF7A0U,深圳玖禾嘉谊投资有限公司,玖禾嘉谊投资,简称
91530100MA6MYF7A0U,深圳玖禾嘉谊投资有限公司,昆明嘉谊投资有限公司,曾用名
91440300MAEW20NB94,深圳市湘裕数字低空科技发展有限公司,深圳市湘裕数字低空科技发展有限公司,标准名
91440300MAEW20NB94,深圳市湘裕数字低空科技发展有限公司,湘裕数字低空科技发展,简称
91440003MAERM9RF68,广东横琴盛达云翼低空经济产业发展有限公司,广东横琴盛达云翼低空经济产业发展有限公司,标准名
91440003MAERM9RF68,广东横琴盛达云翼低空经济产业发展有限公司,横琴盛达云翼低空经济产业发展,简称
91440300MAEQPAM85F,鹏城未来低空管理(深圳)有限公司,鹏城未来低空管理(深圳)有限公司,标准名
91440300MAEQPAM85F,鹏城未来低空管理(深圳)有限公司,鹏城未来低空管理(深圳,简称
91440300MAEU5JYJ0K,我们的未来(深圳)科技有限公司,我们的未来(深圳)科技有限公司,标准名
91440300MAEU5JYJ0K,我们的未来(深圳)科技有限公司,我们的未来(深圳)科技,简称
91440300MAEAXLU779,深圳众乐乐数字化低空飞行研学科技有限公司,深圳众乐乐数字化低空飞行研学科技有限公司,标准名
91440300MAEAXLU779,深圳众乐乐数字化低空飞行研学科技有限公司,众乐乐数字化低空飞行研学科技,简称
91440300MAEAXLU779,深圳众乐乐数字化低空飞行研学科技有限公司,深圳茶溪谷低空经济航空有限公司,曾用名
91440300MA5FQJQH8M,深圳市索阳控股集团有限公司,深圳市索阳控股集团有限公司,标准名
91440300MA5FQJQH8M,深圳市索阳控股集团有限公司,索阳控股集团,简称
91440300MAG0BB065Y,空天地宇(深圳)科技有限公司,空天地宇(深圳)科技有限公司,标准名
91440300MAG0BB065Y,空天地宇(深圳)科技有限公司,空天地宇(深圳)科技,简称
91440300MAEQPT861T,华南领航低空产业投资(深圳)有限公司,华南领航低空产业投资(深圳)有限公司,标准名
91440300MAEQPT861T,华南领航低空产业投资(深圳)有限公司,华南领航低空产业投资(深圳,简称
91440111MAE478Y379,广东省中遥飞航数智供应链有限公司,广东省中遥飞航数智供应链有限公司,标准名
91440111MAE478Y379,广东省中遥飞航数智供应链有限公司,中遥飞航数智供应链,简称
91440111MAE478Y379,广东省中遥飞航数智供应链有限公司,广东省中遥低空经济研究有限公司,曾用名
91440300MA5G4BBK6W,悟界智能科技(深圳)有限公司,悟界智能科技(深圳)有限公司,标准名
91440300MA5G4BBK6W,悟界智能科技(深圳)有限公司,悟界智能科技(深圳,简称
91440400MA4WND7334,中传低空经济产业发展(珠海)有限公司,中传低空经济产业发展(珠海)有限公司,标准名
91440400MA4WND7334,中传低空经济产业发展(珠海)有限公司,中传低空经济产业发展(珠海,简称
91440400MA4WND7334,中传低空经济产业发展(珠海)有限公司,中传数字文化产业(横琴）有限公司,曾用名
91440300MADP59769Y,深圳反重力科技有限公司,深圳反重力科技有限公司,标准名
91440300MADP59769Y,深圳反重力科技有限公司,反重力科技,简称
91440300MA5DCWM78G,深圳市绿坊酒店管理有限公司,深圳市绿坊酒店管理有限公司,标准名
91440300MA5DCWM78G,深圳市绿坊酒店管理有限公司,绿坊酒店管理,简称
91440300MA5DCWM78G,深圳市绿坊酒店管理有限公司,深圳市坪地南粤春酒楼有限公司,曾用名
91440112MAE0EG1A0A,广州黄埔开投低空经济产业投资基金合伙企业(有限合伙),广州黄埔开投低空经济产业投资基金合伙企业(有限合伙),标准名
91440112MAE0EG1A0A,广州黄埔开投低空经济产业投资基金合伙企业(有限合伙),黄埔开投低空经济产业投资基金合伙企业(有限合伙,简称
91440300MAEN43HT9W,深圳市中科经纬低空科技有限公司,深圳市中科经纬低空科技有限公司,标准名
91440300MAEN43HT9W,深圳市中科经纬低空科技有限公司,中科经纬低空科技,简称
91441900MA51B0103J,玖禾(广东)教育科技发展有限公司,玖禾(广东)教育科技发展有限公司,标准名
91441900MA51B0103J,玖禾(广东)教育科技发展有限公司,玖禾(广东)教育科技发展,简称
91441900MA51B0103J,玖禾(广东)教育科技发展有限公司,东莞玖禾体育产业发展有限公司,曾用名
91440300MADWY61N6W,新山港城建工程(深圳)有限公司,新山港城建工程(深圳)有限公司,标准名
91440300MADWY61N6W,新山港城建工程(深圳)有限公司,新山港城建工程(深圳,简称
91440106MADT3YD25W,广东国都智能科技有限公司,广东国都智能科技有限公司,标准名
91440106MADT3YD25W,广东国都智能科技有限公司,国都智能科技,简称
91440106MADT3YD25W,广东国都智能科技有限公司,广东国都能源发展有限公司,曾用名
91440106MADT3YD25W,广东国都智能科技有限公司,广东国都低空飞行器航空数据服务有限公司,曾用名
91440606MAEE1K5QXJ,佛山康晋云充技术有限公司,佛山康晋云充技术有限公司,标准名
91440606MAEE1K5QXJ,佛山康晋云充技术有限公司,康晋云充技术,简称
91440300311928869Q,合纵凯达电力科技(深圳)有限公司,合纵凯达电力科技(深圳)有限公司,标准名
91440300311928869Q,合纵凯达电力科技(深圳)有限公司,合纵凯达电力科技(深圳,简称
