公司名称,统一社会信用代码,成立日期,所属城市,所属区县,注册地址,曾用名,经营范围,企业(机构)类型,天眼评分,企业标准名,企业简称,企业类型标签,成立年份分层,样本标记,样本分层标签,产业链环节,产业链判定依据,企业规模,参保人数,法定代表人,登记状态,注册资本,实缴资本,官网,企业简介,数据来源
广东浦睿企业管理咨询有限公司,91440402MACK7XMB5Q,2023-05-19,珠海市,香洲区,珠海市香洲区前山翠珠二街2号C栋4层441房,-,一般项目：接受金融机构委托从事信息技术和流程外包服务（不含金融信息服务）；融资咨询服务；企业管理咨询；信息咨询服务（不含许可类信息咨询服务）；社会经济咨询服务；企业管理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,其他有限责任公司,77,广东浦睿企业管理咨询有限公司,浦睿企业管理咨询,服务平台类,2023-2025,否,,下游,服务,,,,存续,,,,,天眼查关键词企业
东莞发芽红城市运营服务有限公司,91441900MAD1LL8N2M,2023-10-23,东莞市,东莞市,广东省东莞市东城街道莞长路东城段143号6栋1206室,东莞奇焕信息技术有限公司,许可项目：城市配送运输服务（不含危险货物）；食品销售；餐饮服务（不产生油烟、异味、废气）。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：商业综合体管理服务；食用农产品批发；食用农产品零售；食品销售（仅销售预包装食品）；食品互联网销售（仅销售预包装食品）；厨具卫具及日用杂品研发；厨具卫具及日用杂品零售；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；信息咨询服务（不含许可类信息咨询服务）；互联网销售（除销售需要许可的商品）；企业管理咨询；日用家电零售；市场营销策划；电子产品销售；家用电器销售；项目策划与公关服务；品牌管理；第一类医疗器械销售；第二类医疗器械销售；服饰制造；服装服饰批发；服装服饰零售；服装辅料制造；服装辅料销售；针纺织品及原料销售；服装服饰出租。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,其他有限责任公司,58,东莞发芽红城市运营服务有限公司,发芽红城市运营服务,产业运营类,2023-2025,否,,下游,配送、运营、服务、培训,,,,存续,,,,,天眼查关键词企业
深圳市智源万联科技有限公司,91440300MADFQJH81G,2024-04-12,深圳市,南山区,深圳市南山区粤海街道科技园社区科苑路11号金融科技大厦23-A04,-,人工智能理论与算法软件开发；人工智能应用软件开发；人工智能行业应用系统集成服务；人工智能公共数据平台；人工智能通用应用系统；人工智能基础资源与技术平台；人工智能公共服务平台技术咨询服务；信息系统集成服务；工业设计服务；科技中介服务；物联网技术研发；物联网技术服务；信息技术咨询服务；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；自费出国留学中介服务；教育咨询服务（不含涉许可审批的教育培训活动）；招生辅助服务；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；信息咨询服务（不含许可类信息咨询服务）；咨询策划服务；摄像及视频制作服务；数字内容制作服务（不含出版发行）；互联网销售（除销售需要许可的商品）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）无,有限责任公司,58,深圳市智源万联科技有限公司,智源万联科技,服务平台类,2023-2025,是,深圳市|2023-2025|服务平台类|中专利,中游,系统集成,,,,存续,,,,,天眼查关键词企业
法谛（深圳）低空智能科技有限公司,91440300MADUK4NA6H,2024-08-13,深圳市,南山区,深圳市南山区粤海街道高新区社区白石路3609号深圳湾科技生态园二区9栋A1627,-,一般经营项目：数字技术服务；物联网应用服务；物联网技术研发；物联网技术服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；网络技术服务；航空运营支持服务；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）；社会经济咨询服务；计算机系统服务；信息系统集成服务；软件开发；计算机软硬件及辅助设备批发；电子产品销售；通讯设备销售；人工智能硬件销售；人工智能行业应用系统集成服务；人工智能公共数据平台；人工智能通用应用系统；人工智能双创服务平台；大数据服务；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；国内贸易代理；货物进出口；技术进出口；财务咨询；融资咨询服务；智能机器人销售；智能机器人的研发；智能无人飞行器制造；智能无人飞行器销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：无。,有限责任公司,58,法谛(深圳)低空智能科技有限公司,法谛(深圳)低空智能科技,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、系统集成,,,,存续,,,,,天眼查关键词企业
深圳市鹏葵航空科技有限公司,91440300MADXK55L7T,2024-08-23,深圳市,龙岗区,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,-,航空运营支持服务；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程管理服务；智能无人飞行器销售；互联网销售（除销售需要许可的商品）；智能机器人销售；人工智能硬件销售；机械设备租赁；机械零件、零部件销售；工程和技术研究和试验发展；特种设备销售；软件销售；软件开发；人工智能基础软件开发；人工智能应用软件开发；人工智能理论与算法软件开发；航空运输货物打包服务；卫星导航服务；卫星通信服务；信息系统集成服务；数据处理和存储支持服务；集成电路设计；互联网数据服务；地理遥感信息服务；通讯设备修理；航空运输设备销售；航空商务服务；货物进出口；技术进出口；民用航空材料销售；人工智能通用应用系统；智能基础制造装备制造；运输设备租赁服务；租赁服务（不含许可类租赁服务）；旅客票务代理；数字内容制作服务（不含出版发行）；广告设计、代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）通用航空服务；民用机场运营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,58,深圳市鹏葵航空科技有限公司,鹏葵航空科技,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、遥感、系统集成,,,,存续,,,,,天眼查关键词企业
深圳双龙低空科技有限公司,91440300MAE2DGJBX1,2024-10-22,深圳市,南山区,深圳市南山区粤海街道滨海社区高新南十道87、89、91号深圳市软件产业基地2栋C1906,-,一般经营项目：电工器材销售；电池销售；电池制造；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；智能无人飞行器销售；智能无人飞行器制造；5G通信技术服务；电子产品销售；物联网技术研发；人工智能行业应用系统集成服务；软件开发；信息系统集成服务；网络与信息安全软件开发；计算机软硬件及辅助设备零售；航空运营支持服务；航空商务服务；信息系统运行维护服务；卫星通信服务；气象信息服务；公共安全管理咨询服务；信息技术咨询服务；工程技术服务（规划管理、勘察、设计、监理除外）；企业管理咨询；工程管理服务；电子元器件与机电组件设备销售；机械设备销售；机械设备研发；雷达、无线电导航设备专业修理；安全系统监控服务；普通机械设备安装服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：通用航空服务；民用航空器维修；民用航空维修人员培训；检验检测服务；安全生产检验检测；建设工程质量检测；测绘服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,58,深圳双龙低空科技有限公司,双龙低空科技,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、航空器、测绘,,,,存续,,,,,天眼查关键词企业
深圳低空数智科技有限公司,91440300MAE5C9FU8W,2024-11-15,深圳市,南山区,深圳市南山区南头街道马家龙社区大新路89号马家龙工业区40栋402,-,智能机器人的研发；智能机器人销售；智能无人飞行器制造；智能无人飞行器销售；工业机器人销售；工业机器人制造；民用航空材料销售；航空商务服务；工业自动控制系统装置制造；工业自动控制系统装置销售；网络设备制造；网络设备销售；通信设备制造；电力电子元器件销售；电力电子元器件制造；电子元器件批发；电子元器件制造；电子元器件零售；电子元器件与机电组件设备销售；电子元器件与机电组件设备制造；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口；技术进出口；软件开发；软件销售；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；软件外包服务；信息技术咨询服务；教育咨询服务（不含涉许可审批的教育培训活动）；信息咨询服务（不含许可类信息咨询服务）；停车场服务；机械设备研发；机械设备销售；社会经济咨询服务；物业管理；金属材料销售；广告设计、代理；咨询策划服务；日用电器修理；化工产品销售（不含许可类化工产品）；智能车载设备销售；汽车零配件零售；电子产品销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；广告制作；广告发布；润滑油销售；金银制品销售；金属工具销售；橡胶制品销售；汽车零配件批发；功能玻璃和新型光学材料销售；玻璃纤维增强塑料制品销售；技术玻璃制品销售；玻璃纤维及制品销售；汽车装饰用品销售；木材销售；针纺织品销售；通讯设备销售；金属制品销售；日用百货销售；机械零件、零部件销售；租赁服务（不含许可类租赁服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）无,有限责任公司,58,深圳低空数智科技有限公司,低空数智科技,服务平台类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、控制系统,,,,存续,,,,,天眼查关键词企业
深圳市九天低空经济产业创新中心有限公司,91440300MA5J2Y8LX3,2024-12-03,深圳市,南山区,深圳市南山区粤海街道滨海社区海天二路19号盈峰中心1219A,-,智能无人飞行器销售；智能无人飞行器制造；智能控制系统集成；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；电子产品销售；软件开发；软件销售；软件外包服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；人工智能基础软件开发；人工智能应用软件开发；人工智能理论与算法软件开发；人工智能硬件销售；人工智能行业应用系统集成服务；人工智能通用应用系统；地理遥感信息服务；卫星遥感应用系统集成；信息系统集成服务；信息技术咨询服务；网络技术服务；卫星遥感数据处理；电机及其控制系统研发；智能机器人销售；智能机器人的研发；工业机器人销售；数据处理服务；数据处理和存储支持服务；导航、测绘、气象及海洋专用仪器制造；导航、测绘、气象及海洋专用仪器销售；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；航空商务服务；航空运营支持服务；航空运输设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动） 无,有限责任公司(自然人独资),58,深圳市九天低空经济产业创新中心有限公司,九天低空经济产业创新中心,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、测绘、遥感,,,,存续,,,,,天眼查关键词企业
深圳鹏有文化发展有限公司,91440300MAE6M4XX9M,2024-12-04,深圳市,龙岗区,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,-,餐饮管理；国内贸易代理；餐饮器具集中消毒服务；商业综合体管理服务；信息咨询服务（不含许可类信息咨询服务）；数字创意产品展览展示服务；咨询策划服务；企业形象策划；市场营销策划；城市绿化管理；单位后勤管理服务；教育咨询服务（不含涉许可审批的教育培训活动）；建筑材料销售；办公用品销售；文具用品批发；教学用模型及教具销售；体育用品及器材批发；电力电子元器件销售；招生辅助服务；广告发布；广告设计、代理；平面设计；体育中介代理服务；组织体育表演活动；项目策划与公关服务；体育赛事策划；体验式拓展活动及策划；组织文化艺术交流活动；招投标代理服务；企业管理咨询；酒店管理；计算机系统服务；网络技术服务；软件开发；教育教学检测和评价活动；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；会议及展览服务；安全咨询服务；工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及礼仪用品销售（象牙及其制品除外）；艺（美）术品、收藏品鉴定评估服务；日用品批发；五金产品批发；初级农产品收购；食用农产品批发；食用农产品初加工；厨具卫具及日用杂品批发；劳动保护用品销售；蔬菜种植；谷物种植；豆类种植；油料种植；薯类种植；食用菌种植；水果种植；园艺产品种植；水产品批发；外卖递送服务；未经加工的坚果、干果销售；新鲜蔬菜批发；新鲜水果批发；幼儿园外托管服务；中小学生校外托管服务；豆及薯类销售；物业管理；人力资源服务（不含职业中介活动、劳务派遣服务）；互联网销售（除销售需要许可的商品）；食品互联网销售（仅销售预包装食品）；智能无人飞行器销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）食品互联网销售；餐饮服务；城市配送运输服务（不含危险货物）；职业中介活动；食品销售；酒类经营；劳务派遣服务；游艺娱乐活动；旅游业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,58,深圳鹏有文化发展有限公司,鹏有文化发展,产业运营类,2023-2025,否,,中游,飞行器、智能无人飞行器,,,,存续,,,,,天眼查关键词企业
深圳思岩逸行科技有限公司,91440300MAE89D0X4T,2024-12-27,深圳市,龙岗区,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼101,-,雷达及配套设备制造；通讯设备销售；导航、测绘、气象及海洋专用仪器销售；安防设备制造；安防设备销售；交通安全、管制专用设备制造；信息系统集成服务；信息技术咨询服务；信息系统运行维护服务；通信设备制造；通信设备销售；电子元器件制造；电子产品销售；集成电路设计；集成电路制造；集成电路销售；集成电路芯片设计及服务；集成电路芯片及产品制造；集成电路芯片及产品销售；计算机软硬件及外围设备制造；软件开发；软件销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）无,有限责任公司,58,深圳思岩逸行科技有限公司,思岩逸行科技,服务平台类,2023-2025,否,,中游,测绘、系统集成,,,,存续,,,,,天眼查关键词企业
翔龙千里（深圳）科技有限公司,91440300MAEA1C6R98,2025-01-08,深圳市,龙岗区,深圳市大鹏新区葵涌街道坝光社区低空经济产业园1号楼201,-,新材料技术推广服务；智能无人飞行器制造；智能无人飞行器销售；人工智能基础软件开发；人工智能应用软件开发；软件开发；人工智能理论与算法软件开发；国内贸易代理；会议及展览服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及辅助设备零售；计算机软硬件及辅助设备批发；货物进出口；技术进出口；余热发电关键技术研发；信息技术咨询服务；市场营销策划；品牌管理；信息咨询服务（不含许可类信息咨询服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）无,有限责任公司,58,翔龙千里(深圳)科技有限公司,翔龙千里(深圳)科技,服务平台类,2023-2025,否,,中游,飞行器、智能无人飞行器,,,,存续,,,,,天眼查关键词企业
深圳市华腾汇航低空经济产业发展有限公司,91440300MAEAG35Q1U,2025-02-20,深圳市,南山区,深圳市南山区粤海街道高新区社区高新南环路26号深圳湾科技生态园5栋A1317,-,技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；以自有资金从事投资活动；融资咨询服务；信息咨询服务（不含许可类信息咨询服务）；资产评估；企业管理；企业管理咨询；非融资担保服务；咨询策划服务；企业形象策划；项目策划与公关服务；市场营销策划；人工智能基础软件开发；软件开发；智能无人飞行器制造；软件销售；轨道交通专用设备、关键系统及部件销售；轨道交通工程机械及部件销售；高铁设备、配件制造；高铁设备、配件销售；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；城市轨道交通设备制造；轨道交通通信信号系统开发；人工智能通用应用系统；人工智能行业应用系统集成服务；光伏设备及元器件制造；光伏设备及元器件销售；软件外包服务；数字文化创意软件开发；人工智能应用软件开发；新兴软件和新型信息技术服务；计算机软硬件及辅助设备零售；地理遥感信息服务；信息技术咨询服务；人工智能硬件销售；卫星导航服务；卫星通信服务；卫星移动通信终端制造；卫星移动通信终端销售；卫星遥感数据处理；卫星遥感应用系统集成；卫星技术综合应用系统集成；卫星导航多模增强应用服务系统集成；导航终端销售；导航终端制造；信息系统集成服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）铁路运输基础设备制造；微小卫星测运控服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,58,深圳市华腾汇航低空经济产业发展有限公司,华腾汇航低空经济产业发展,投资发展类,2023-2025,否,,中游,飞行器、智能无人飞行器、遥感、系统集成,,,,存续,,,,,天眼查关键词企业
深圳钓域低空科技有限公司,91440300MAECPT0L0R,2025-03-06,深圳市,龙华区,深圳市龙华区大浪街道新石社区浪静路3号C栋15A116,-,航空运输设备销售；智能无人飞行器销售；机械零件、零部件销售；工程和技术研究和试验发展；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；电子专用材料研发；电子专用材料销售；光电子器件销售；电子元器件零售；计算机软硬件及辅助设备零售；石墨及碳素制品销售；信息技术咨询服务；信息系统集成服务；科技中介服务；企业管理咨询；社会经济咨询服务；财务咨询；商务代理代办服务；会议及展览服务；认证咨询；知识产权服务（专利代理服务除外）；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；货物进出口；互联网销售（除销售需要许可的商品）；企业管理；创业空间服务；物业管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）民用航空器零部件设计和生产；民用航空器（发动机、螺旋桨）生产；民用航空器驾驶员培训；检验检测服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司(自然人独资),58,深圳钓域低空科技有限公司,钓域低空科技,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、航空器、系统集成,,,,存续,,,,,天眼查关键词企业
深圳光明未来低空产业发展有限公司,91440300MAEEPNC00H,2025-03-14,深圳市,光明区,深圳市光明区凤凰街道东坑社区光明凤凰广场2栋1503A,-,一般经营项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；航空商务服务；信息咨询服务（不含许可类信息咨询服务）；信息系统运行维护服务；卫星通信服务；公共安全管理咨询服务；科技中介服务；科普宣传服务；文化场馆管理服务；工程和技术研究和试验发展；工程技术服务（规划管理、勘察、设计、监理除外）；园区管理服务；以自有资金从事投资活动；软件开发；企业管理咨询；工程管理服务；租赁服务（不含许可类租赁服务）；非居住房地产租赁；运输设备租赁服务；蓄电池租赁；智能无人飞行器销售；人工智能应用软件开发；大数据服务；数据处理服务；人工智能公共数据平台；咨询策划服务；会议及展览服务；广告制作；广告发布。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：无。,有限责任公司,58,深圳光明未来低空产业发展有限公司,光明未来低空产业发展,投资发展类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器,,,,存续,,,,,天眼查关键词企业
惠州市五维领航低空经济发展有限公司,91441304MAEF1HX160,2025-03-26,惠州市,惠阳区,惠州大亚湾西区塘尾村新屋小组39号4楼421号（仅限办公）,-,一般项目：航空运输设备销售；票务代理服务；会议及展览服务；工程技术服务（规划管理、勘察、设计、监理除外）；海洋环境监测与探测装备销售；消防技术服务；安防设备销售；广告制作；广告设计、代理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口；技术进出口；航空国际货物运输代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：通用航空服务；商业非运输、私用大型航空器运营人、航空器代管人运行业务；民用航空器维修；输电、供电、受电电力设施的安装、维修和试验；飞行训练。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司(自然人投资或控股),58,惠州市五维领航低空经济发展有限公司,惠州市五维领航低空经济发展,产业运营类,2023-2025,否,,中游,航空、航空器,,,,存续,,,,,天眼查关键词企业
翱穹斯登科技（深圳）有限公司,91440300MAEE13YY3C,2025-03-27,深圳市,南山区,深圳市南山区招商街道水湾社区太子路18号海景广场大厦4C11A22,穹界低空经济产业（深圳）有限公司,一般经营项目：电子专用材料销售；电子专用设备销售；信息系统运行维护服务；信息系统集成服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；数字文化创意软件开发；咨询策划服务；专业设计服务；企业管理咨询；工程管理服务；信息咨询服务（不含许可类信息咨询服务）；信息技术咨询服务；智能机器人的研发；智能机器人销售；电子产品销售；计算机软硬件及辅助设备批发；机械设备销售；机械设备租赁；普通机械设备安装服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：无。,有限责任公司(自然人独资),58,翱穹斯登科技(深圳)有限公司,翱穹斯登科技(深圳,服务平台类,2023-2025,否,,中游,系统集成,,,,存续,,,,,天眼查关键词企业
深圳市星熹低空产业发展有限公司,91440300MAEGKD300K,2025-04-09,深圳市,龙岗区,深圳市龙岗区龙城街道黄阁坑社区龙飞大道686号204F,-,智能无人飞行器销售；摄像及视频制作服务；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；机械设备销售；会议及展览服务；组织文化艺术交流活动；其他文化艺术经纪代理；数字文化创意技术装备销售；咨询策划服务；销售代理；商业综合体管理服务；信息技术咨询服务；园区管理服务；社会经济咨询服务；信息咨询服务（不含许可类信息咨询服务）；企业管理咨询；信息系统集成服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；网络技术服务；网络与信息安全软件开发；工业控制计算机及系统销售；互联网销售（除销售需要许可的商品）；物业管理；租赁服务（不含许可类租赁服务）；国内贸易代理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）无,有限责任公司,58,深圳市星熹低空产业发展有限公司,星熹低空产业发展,产业运营类,2023-2025,否,,中游,飞行器、智能无人飞行器、系统集成,,,,存续,,,,,天眼查关键词企业
深圳市智周行互联科技有限公司,91440300MAEHW6NY3D,2025-04-21,深圳市,南山区,深圳市南山区桃源街道平山社区红花四路2号红花岭集悦城4栋626,中驰（深圳）低空经济有限公司,一般经营项目：会议及展览服务；数据处理和存储支持服务；商标代理；版权代理；软件开发；知识产权服务（专利代理服务除外）；科技中介服务；软件销售；软件外包服务；互联网数据服务；互联网销售（除销售需要许可的商品）；互联网设备销售；信息咨询服务（不含许可类信息咨询服务）；信息技术咨询服务；信息系统运行维护服务；信息系统集成服务；信息安全设备销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；贸易经纪；企业管理咨询；市场营销策划；人力资源服务（不含职业中介活动、劳务派遣服务）；劳务服务（不含劳务派遣）；会议及展览服务（出国办展须经相关部门审批）；商务代理代办服务；个人商务服务；办公服务；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；机动车鉴定评估；汽车销售；新能源汽车整车销售；二手车经纪；摄像及视频制作服务；数字广告制作；广告发布；租赁服务（不含许可类租赁服务）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可经营项目：基础电信业务；第一类增值电信业务；第二类增值电信业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司（法人独资）,58,深圳市智周行互联科技有限公司,智周行互联科技,服务平台类,2023-2025,否,,中游,系统集成,,,,存续,,,,,天眼查关键词企业
鹏城具身产业发展控股（深圳）有限公司,91440300MAEH2NP785,2025-05-06,深圳市,福田区,深圳市福田区华强北街道荔村社区华强北路2030号桑达418栋夹1层曼哈A座HA002,-,智能机器人的研发；智能机器人销售；智能车载设备销售；智能基础制造装备销售；智能控制系统集成；玩具销售；玩具、动漫及游艺用品销售；智能无人飞行器制造；智能无人飞行器销售；航空商务服务；航空运输设备销售；航空运营支持服务；计算机软硬件及辅助设备批发；人工智能硬件销售；智能仪器仪表销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；电子产品销售；物联网技术研发；信息系统集成服务；人工智能双创服务平台；物业管理；住房租赁；人工智能行业应用系统集成服务；园区管理服务；市政设施管理；建筑材料销售；信息咨询服务（不含许可类信息咨询服务）；互联网数据服务；数字技术服务；计算机系统服务；软件开发；移动通信设备销售；信息技术咨询服务；物联网设备销售；计算机及办公设备维修；大数据服务；工艺美术品及礼仪用品销售（象牙及其制品除外）；家用电器销售；销售代理；旅游开发项目策划咨询；互联网销售（除销售需要许可的商品）；数字文化创意技术装备销售；工艺美术品及收藏品批发（象牙及其制品除外）；文化娱乐经纪人服务；国内贸易代理；文具用品零售；办公用品销售；箱包销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）无,有限责任公司,58,鹏城具身产业发展控股(深圳)有限公司,鹏城具身产业发展控股(深圳,投资发展类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、系统集成、控制系统,,,,存续,,,,,天眼查关键词企业
广州科竞文化传播有限公司,91440106MAEKRLBEXE,2025-05-22,广州市,天河区,广州市天河区天慧路10号A430室,-,体育赛事策划;项目策划与公关服务;体验式拓展活动及策划;旅游开发项目策划咨询;文艺创作;咨询策划服务;广告设计、代理;广告制作;广告发布;组织文化艺术交流活动;商业综合体管理服务;园区管理服务;会议及展览服务;组织体育表演活动;体育竞赛组织;企业管理咨询;体育用品及器材零售;数字创意产品展览展示服务;数字内容制作服务（不含出版发行）;图文设计制作;摄像及视频制作服务;软件开发;专业设计服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;科普宣传服务;社会经济咨询服务;技术进出口;教育咨询服务（不含涉许可审批的教育培训活动）;信息咨询服务（不含许可类信息咨询服务）;租赁服务（不含许可类租赁服务）;文化娱乐经纪人服务;国内贸易代理;互联网销售（除销售需要许可的商品）;信息系统集成服务;服务消费机器人销售;工业机器人销售;智能机器人销售;货物进出口;业务培训（不含教育培训、职业技能培训等需取得许可的培训）;招生辅助服务;智能无人飞行器销售;智能无人飞行器制造;大数据服务;虚拟现实设备制造;人工智能双创服务平台;市场营销策划;企业形象策划;教育教学检测和评价活动,有限责任公司（港澳台投资、非独资）,58,广州科竞文化传播有限公司,科竞文化传播,服务平台类,2023-2025,否,,中游,飞行器、智能无人飞行器、系统集成,,,,存续,,,,,天眼查关键词企业
空联寰动（深圳）低空经济发展有限公司,91440300MAET9GNK18,2025-08-06,深圳市,龙岗区,深圳市龙岗区龙城街道黄阁坑社区清林路442号天健现代城4栋A211,-,智能无人飞行器销售；智能无人飞行器制造；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）；航空商务服务；组织体育表演活动；咨询策划服务；组织文化艺术交流活动；软件销售；软件开发；企业管理咨询；民用航空材料销售；工业自动控制系统装置销售；电力电子元器件销售；网络设备销售；通信设备销售；教育咨询服务（不含涉许可审批的教育培训活动）；新材料技术推广服务；人工智能公共服务平台技术咨询服务；智能农机装备销售；农业机械服务；电子元器件批发；电子元器件零售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动） 通用航空服务；民用航空器驾驶员培训；飞行签派员培训；飞行训练。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,有限责任公司,58,空联寰动(深圳)低空经济发展有限公司,空联寰动(深圳)低空经济发展,产业运营类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、航空器、控制系统,,,,存续,,,,,天眼查关键词企业
吾立低空教学（广州）科技有限公司,91440111MAER5NWT8L,2025-08-12,广州市,白云区,广州市白云区螺涌高桥大街38号501房自编-2,-,安全咨询服务;社会稳定风险评估;人工智能基础软件开发;社会经济咨询服务;数据处理和存储支持服务;大数据服务;数据处理服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;规划设计管理;智能无人飞行器销售;信息系统集成服务;人工智能基础资源与技术平台;人工智能应用软件开发;人工智能公共数据平台;软件开发;业务培训（不含教育培训、职业技能培训等需取得许可的培训）;体验式拓展活动及策划;民用航空器驾驶员培训;民用航空维修技术培训;飞行训练;认证服务,有限责任公司(自然人投资或控股),58,吾立低空教学(广州)科技有限公司,吾立低空教学(广州)科技,服务平台类,2023-2025,否,,中游,飞行器、航空、智能无人飞行器、航空器、系统集成,,,,存续,,,,,天眼查关键词企业
